crop,month,year,price
onion,12,2004,3.79
onion,1,2005,6.92
onion,2,2005,5.21
onion,3,2005,12.79
onion,4,2005,10.99
onion,5,2005,21.59
onion,6,2005,17.59
onion,7,2005,18.73
onion,8,2005,18.99
onion,9,2005,12.91
onion,10,2005,9.76
onion,11,2005,4.33
onion,12,2005,11.41
onion,1,2006,9.12
onion,2,2006,9.07
onion,3,2006,10.62
onion,4,2006,21.25
onion,5,2006,20.36
onion,6,2006,26.97
onion,7,2006,25.61
onion,8,2006,20.18
onion,9,2006,16.83
onion,10,2006,9.25
onion,11,2006,9.77
onion,12,2006,5.14
onion,1,2007,5.53
onion,2,2007,6.13
onion,3,2007,14.38
onion,4,2007,30.8
onion,5,2007,20.47
onion,6,2007,31.96
onion,7,2007,11.67
onion,8,2007,7.6
onion,9,2007,17.85
onion,10,2007,7.71
onion,11,2007,7.57
onion,12,2007,7.49
onion,1,2008,6.63
onion,2,2008,7.94
onion,3,2008,13.48
onion,4,2008,23.9
onion,5,2008,20.15
onion,6,2008,34.39
onion,7,2008,29.11
onion,8,2008,15.3
onion,9,2008,12.44
onion,10,2008,6.5
onion,11,2008,13.96
onion,12,2008,8.73
onion,1,2009,11.03
onion,2,2009,7.08
onion,3,2009,12.93
onion,4,2009,28.45
onion,5,2009,28.83
onion,6,2009,43.82
onion,7,2009,38.98
onion,8,2009,21.61
onion,9,2009,15.63
onion,10,2009,14.35
onion,11,2009,18.03
onion,12,2009,9.38
onion,1,2010,20.36
onion,2,2010,18.1
onion,3,2010,27.09
onion,4,2010,48.64
onion,5,2010,74.28
onion,6,2010,97.29
onion,7,2010,57.05
onion,8,2010,52.72
onion,9,2010,42.86
onion,10,2010,32.53
onion,11,2010,55.76
onion,12,2010,28.55
onion,1,2011,10.27
onion,2,2011,9.17
onion,3,2011,10.63
onion,4,2011,15.64
onion,5,2011,20.69
onion,6,2011,33.84
onion,7,2011,47.32
onion,8,2011,24.69
onion,9,2011,17.87
onion,10,2011,22.8
onion,11,2011,11.23
onion,12,2011,7.41
onion,1,2012,26.88
onion,2,2012,20.93
onion,3,2012,13.08
onion,4,2012,25.54
onion,5,2012,24.97
onion,6,2012,86.48
onion,7,2012,37.05
onion,8,2012,21.65
onion,9,2012,19.02
onion,10,2012,15.23
onion,11,2012,8.01
onion,12,2012,11.93
onion,1,2013,6.29
onion,2,2013,2.72
onion,3,2013,7.47
onion,4,2013,13.98
onion,5,2013,13.46
onion,6,2013,21.29
onion,7,2013,24.66
onion,8,2013,10.72
onion,9,2013,11.02
onion,10,2013,8.07
onion,11,2013,7.4
onion,12,2013,6.96
onion,1,2014,11.79
onion,2,2014,14.32
onion,3,2014,20.78
onion,4,2014,19.08
onion,5,2014,25.8
onion,6,2014,40.33
onion,7,2014,33.88
onion,8,2014,34.13
onion,9,2014,30.15
onion,10,2014,12.98
onion,11,2014,17.12
onion,12,2014,13.2
onion,1,2015,27.52
onion,2,2015,16.95
onion,3,2015,24.64
onion,4,2015,43.67
onion,5,2015,51.86
onion,6,2015,49.64
onion,7,2015,47.01
onion,8,2015,29.38
onion,9,2015,25.87
onion,10,2015,25.94
onion,11,2015,25.68
onion,12,2015,17.61
onion,1,2016,11.82
onion,2,2016,13.05
onion,3,2016,21.78
onion,4,2016,27.97
onion,5,2016,31.76
onion,6,2016,51.48
onion,7,2016,40.64
onion,8,2016,27.47
onion,9,2016,16.74
onion,10,2016,17.53
onion,11,2016,15.03
onion,12,2016,13.84
onion,1,2017,15.35
onion,2,2017,20.74
onion,3,2017,15.48
onion,4,2017,29.02
onion,5,2017,34.78
onion,6,2017,55.86
onion,7,2017,44.61
onion,8,2017,30.71
onion,9,2017,28.04
onion,10,2017,28.18
onion,11,2017,22.12
onion,12,2017,19.15
onion,1,2018,17.25
onion,2,2018,10.85
onion,3,2018,29.49
onion,4,2018,36.43
onion,5,2018,33.83
onion,6,2018,66.4
onion,7,2018,46.08
onion,8,2018,17.98
onion,9,2018,17.14
onion,10,2018,30.28
onion,11,2018,23.59
onion,12,2018,20.08
onion,1,2019,39.4
onion,2,2019,71.16
onion,3,2019,80.85
onion,4,2019,96.77
onion,5,2019,105.43
onion,6,2019,146.69
onion,7,2019,144.1
onion,8,2019,132.64
onion,9,2019,124.98
onion,10,2019,63.65
onion,11,2019,41.24
onion,12,2019,59.31
onion,1,2020,12.6
onion,2,2020,10.58
onion,3,2020,17.94
onion,4,2020,23.73
onion,5,2020,28.54
onion,6,2020,53.2
onion,7,2020,30.48
onion,8,2020,26.0
onion,9,2020,24.96
onion,10,2020,15.43
onion,11,2020,14.48
onion,12,2020,13.32
onion,1,2021,25.93
onion,2,2021,45.42
onion,3,2021,33.14
onion,4,2021,40.01
onion,5,2021,67.97
onion,6,2021,50.46
onion,7,2021,44.77
onion,8,2021,85.42
onion,9,2021,36.26
onion,10,2021,51.91
onion,11,2021,25.94
onion,12,2021,15.96
onion,1,2022,12.0
onion,2,2022,14.0
onion,3,2022,16.0
onion,4,2022,20.0
onion,5,2022,27.0
onion,6,2022,35.0
onion,7,2022,30.0
onion,8,2022,24.0
onion,9,2022,19.0
onion,10,2022,15.0
onion,11,2022,12.0
onion,12,2022,11.0
onion,1,2023,11.0
onion,2,2023,13.0
onion,3,2023,19.0
onion,4,2023,23.0
onion,5,2023,31.0
onion,6,2023,40.0
onion,7,2023,75.0
onion,8,2023,60.0
onion,9,2023,45.0
onion,10,2023,35.0
onion,11,2023,28.0
onion,12,2023,22.0
onion,1,2024,18.0
onion,2,2024,16.0
onion,3,2024,22.0
onion,4,2024,28.0
onion,5,2024,38.0
onion,6,2024,48.0
onion,7,2024,55.0
onion,8,2024,42.0
onion,9,2024,32.0
onion,10,2024,25.0
onion,11,2024,22.0
onion,12,2024,20.0
orange,1,2000,18.74
orange,2,2000,16.58
orange,3,2000,16.46
orange,4,2000,15.86
orange,5,2000,17.48
orange,6,2000,14.15
orange,7,2000,18.65
orange,8,2000,13.25
orange,9,2000,16.4
orange,10,2000,18.91
orange,11,2000,20.08
orange,12,2000,19.68
orange,1,2001,21.27
orange,2,2001,18.81
orange,3,2001,16.79
orange,4,2001,15.58
orange,5,2001,20.39
orange,6,2001,20.11
orange,7,2001,22.76
orange,8,2001,21.24
orange,9,2001,20.58
orange,10,2001,17.73
orange,11,2001,23.51
orange,12,2001,20.55
orange,1,2002,28.02
orange,2,2002,26.02
orange,3,2002,23.35
orange,4,2002,24.89
orange,5,2002,25.35
orange,6,2002,23.64
orange,7,2002,27.1
orange,8,2002,33.45
orange,9,2002,31.38
orange,10,2002,31.17
orange,11,2002,22.52
orange,12,2002,24.14
orange,1,2003,28.09
orange,2,2003,20.71
orange,3,2003,20.81
orange,4,2003,24.44
orange,5,2003,21.48
orange,6,2003,21.2
orange,7,2003,22.5
orange,8,2003,28.25
orange,9,2003,20.82
orange,10,2003,27.74
orange,11,2003,23.11
orange,12,2003,20.5
orange,1,2004,16.12
orange,2,2004,18.68
orange,3,2004,22.34
orange,4,2004,21.09
orange,5,2004,16.21
orange,6,2004,19.13
orange,7,2004,23.85
orange,8,2004,26.11
orange,9,2004,20.55
orange,10,2004,25.16
orange,11,2004,22.3
orange,12,2004,20.12
orange,1,2005,24.09
orange,2,2005,21.63
orange,3,2005,17.15
orange,4,2005,21.83
orange,5,2005,19.21
orange,6,2005,26.74
orange,7,2005,29.22
orange,8,2005,31.24
orange,9,2005,27.5
orange,10,2005,27.97
orange,11,2005,23.16
orange,12,2005,28.13
orange,1,2006,29.52
orange,2,2006,22.16
orange,3,2006,26.33
orange,4,2006,22.68
orange,5,2006,24.75
orange,6,2006,25.82
orange,7,2006,35.55
orange,8,2006,35.77
orange,9,2006,29.59
orange,10,2006,34.64
orange,11,2006,23.76
orange,12,2006,31.92
orange,1,2007,30.61
orange,2,2007,32.35
orange,3,2007,24.16
orange,4,2007,27.53
orange,5,2007,27.54
orange,6,2007,24.04
orange,7,2007,34.29
orange,8,2007,31.0
orange,9,2007,38.24
orange,10,2007,31.17
orange,11,2007,27.67
orange,12,2007,21.91
orange,1,2008,28.03
orange,2,2008,29.68
orange,3,2008,23.67
orange,4,2008,23.17
orange,5,2008,25.59
orange,6,2008,28.07
orange,7,2008,32.32
orange,8,2008,31.82
orange,9,2008,33.87
orange,10,2008,36.33
orange,11,2008,37.49
orange,12,2008,32.5
orange,1,2009,42.55
orange,2,2009,40.86
orange,3,2009,33.27
orange,4,2009,28.37
orange,5,2009,32.2
orange,6,2009,29.1
orange,7,2009,43.27
orange,8,2009,50.44
orange,9,2009,41.77
orange,10,2009,43.9
orange,11,2009,37.13
orange,12,2009,42.21
orange,1,2010,22.84
orange,2,2010,32.28
orange,3,2010,31.03
orange,4,2010,35.86
orange,5,2010,29.25
orange,6,2010,33.2
orange,7,2010,39.66
orange,8,2010,44.58
orange,9,2010,41.07
orange,10,2010,27.58
orange,11,2010,31.85
orange,12,2010,35.08
orange,1,2011,32.69
orange,2,2011,26.56
orange,3,2011,29.07
orange,4,2011,29.16
orange,5,2011,40.12
orange,6,2011,27.21
orange,7,2011,34.94
orange,8,2011,37.41
orange,9,2011,42.47
orange,10,2011,40.08
orange,11,2011,37.05
orange,12,2011,35.89
orange,1,2012,44.73
orange,2,2012,37.73
orange,3,2012,37.23
orange,4,2012,35.41
orange,5,2012,35.67
orange,6,2012,35.25
orange,7,2012,43.16
orange,8,2012,54.21
orange,9,2012,41.05
orange,10,2012,42.28
orange,11,2012,41.51
orange,12,2012,41.39
orange,1,2013,28.22
orange,2,2013,36.73
orange,3,2013,33.5
orange,4,2013,32.46
orange,5,2013,30.43
orange,6,2013,40.0
orange,7,2013,37.84
orange,8,2013,47.05
orange,9,2013,51.63
orange,10,2013,31.39
orange,11,2013,42.98
orange,12,2013,36.05
orange,1,2014,39.97
orange,2,2014,43.01
orange,3,2014,45.78
orange,4,2014,35.69
orange,5,2014,33.7
orange,6,2014,39.11
orange,7,2014,34.47
orange,8,2014,51.12
orange,9,2014,43.37
orange,10,2014,43.27
orange,11,2014,42.01
orange,12,2014,28.29
orange,1,2015,40.64
orange,2,2015,38.99
orange,3,2015,39.63
orange,4,2015,37.35
orange,5,2015,44.29
orange,6,2015,37.34
orange,7,2015,50.28
orange,8,2015,55.18
orange,9,2015,44.88
orange,10,2015,59.89
orange,11,2015,39.55
orange,12,2015,43.56
orange,1,2016,42.21
orange,2,2016,24.5
orange,3,2016,24.71
orange,4,2016,30.81
orange,5,2016,36.47
orange,6,2016,36.01
orange,7,2016,41.67
orange,8,2016,56.2
orange,9,2016,41.57
orange,10,2016,45.66
orange,11,2016,41.64
orange,12,2016,36.76
orange,1,2017,44.9
orange,2,2017,35.52
orange,3,2017,45.15
orange,4,2017,36.67
orange,5,2017,45.38
orange,6,2017,51.05
orange,7,2017,40.4
orange,8,2017,63.04
orange,9,2017,62.98
orange,10,2017,51.78
orange,11,2017,56.59
orange,12,2017,51.73
orange,1,2018,49.04
orange,2,2018,32.2
orange,3,2018,43.94
orange,4,2018,42.22
orange,5,2018,54.64
orange,6,2018,51.28
orange,7,2018,57.76
orange,8,2018,56.06
orange,9,2018,51.33
orange,10,2018,48.4
orange,11,2018,58.48
orange,12,2018,50.76
orange,1,2019,48.97
orange,2,2019,52.71
orange,3,2019,51.55
orange,4,2019,49.03
orange,5,2019,42.36
orange,6,2019,53.91
orange,7,2019,57.79
orange,8,2019,57.91
orange,9,2019,62.33
orange,10,2019,58.79
orange,11,2019,48.7
orange,12,2019,53.78
orange,1,2020,38.88
orange,2,2020,43.96
orange,3,2020,35.91
orange,4,2020,35.72
orange,5,2020,34.89
orange,6,2020,51.27
orange,7,2020,43.52
orange,8,2020,49.56
orange,9,2020,42.32
orange,10,2020,51.18
orange,11,2020,44.58
orange,12,2020,32.48
orange,1,2021,63.32
orange,2,2021,59.77
orange,3,2021,57.95
orange,4,2021,55.86
orange,5,2021,61.79
orange,6,2021,59.01
orange,7,2021,71.04
orange,8,2021,81.06
orange,9,2021,70.79
orange,10,2021,73.93
orange,11,2021,61.64
orange,12,2021,63.32
orange,1,2022,56.11
orange,2,2022,78.22
orange,3,2022,61.48
orange,4,2022,50.33
orange,5,2022,60.83
orange,6,2022,86.86
orange,7,2022,71.65
orange,8,2022,68.41
orange,9,2022,74.3
orange,10,2022,81.08
orange,11,2022,76.67
orange,12,2022,72.03
orange,1,2023,50.63
orange,2,2023,64.97
orange,3,2023,66.58
orange,4,2023,55.64
orange,5,2023,52.66
orange,6,2023,52.23
orange,7,2023,63.69
orange,8,2023,66.65
orange,9,2023,63.34
orange,10,2023,81.32
orange,11,2023,64.06
orange,12,2023,76.53
orange,1,2024,73.76
orange,2,2024,61.78
orange,3,2024,62.84
orange,4,2024,48.44
orange,5,2024,64.77
orange,6,2024,73.63
orange,7,2024,64.18
orange,8,2024,88.54
orange,9,2024,87.62
orange,10,2024,78.54
orange,11,2024,63.95
orange,12,2024,63.35
papaya,1,2000,13.66
papaya,2,2000,14.11
papaya,3,2000,15.3
papaya,4,2000,12.95
papaya,5,2000,11.22
papaya,6,2000,17.7
papaya,7,2000,12.18
papaya,8,2000,12.4
papaya,9,2000,17.09
papaya,10,2000,14.45
papaya,11,2000,14.81
papaya,12,2000,15.67
papaya,1,2001,14.72
papaya,2,2001,15.72
papaya,3,2001,17.33
papaya,4,2001,12.06
papaya,5,2001,10.52
papaya,6,2001,14.74
papaya,7,2001,15.56
papaya,8,2001,15.4
papaya,9,2001,15.16
papaya,10,2001,20.36
papaya,11,2001,16.69
papaya,12,2001,23.65
papaya,1,2002,20.41
papaya,2,2002,18.02
papaya,3,2002,16.31
papaya,4,2002,14.21
papaya,5,2002,16.63
papaya,6,2002,17.92
papaya,7,2002,15.55
papaya,8,2002,17.1
papaya,9,2002,20.95
papaya,10,2002,22.22
papaya,11,2002,18.03
papaya,12,2002,21.28
papaya,1,2003,14.19
papaya,2,2003,18.13
papaya,3,2003,16.39
papaya,4,2003,14.69
papaya,5,2003,17.54
papaya,6,2003,13.68
papaya,7,2003,18.16
papaya,8,2003,16.23
papaya,9,2003,20.03
papaya,10,2003,17.91
papaya,11,2003,23.0
papaya,12,2003,15.26
papaya,1,2004,14.65
papaya,2,2004,16.92
papaya,3,2004,13.5
papaya,4,2004,14.2
papaya,5,2004,13.0
papaya,6,2004,11.68
papaya,7,2004,12.63
papaya,8,2004,19.12
papaya,9,2004,14.8
papaya,10,2004,16.01
papaya,11,2004,15.29
papaya,12,2004,18.09
papaya,1,2005,23.96
papaya,2,2005,19.84
papaya,3,2005,15.1
papaya,4,2005,18.67
papaya,5,2005,15.84
papaya,6,2005,19.05
papaya,7,2005,18.93
papaya,8,2005,18.07
papaya,9,2005,18.38
papaya,10,2005,25.39
papaya,11,2005,20.17
papaya,12,2005,20.1
papaya,1,2006,18.29
papaya,2,2006,19.15
papaya,3,2006,15.37
papaya,4,2006,17.03
papaya,5,2006,15.93
papaya,6,2006,19.21
papaya,7,2006,18.7
papaya,8,2006,20.7
papaya,9,2006,22.64
papaya,10,2006,17.34
papaya,11,2006,20.8
papaya,12,2006,20.29
papaya,1,2007,23.52
papaya,2,2007,19.47
papaya,3,2007,22.32
papaya,4,2007,18.26
papaya,5,2007,18.36
papaya,6,2007,16.89
papaya,7,2007,17.28
papaya,8,2007,23.86
papaya,9,2007,20.73
papaya,10,2007,18.44
papaya,11,2007,19.58
papaya,12,2007,25.29
papaya,1,2008,22.59
papaya,2,2008,22.11
papaya,3,2008,22.42
papaya,4,2008,17.29
papaya,5,2008,20.78
papaya,6,2008,18.99
papaya,7,2008,22.5
papaya,8,2008,19.46
papaya,9,2008,28.47
papaya,10,2008,24.5
papaya,11,2008,21.32
papaya,12,2008,22.13
papaya,1,2009,30.16
papaya,2,2009,31.74
papaya,3,2009,26.84
papaya,4,2009,25.7
papaya,5,2009,24.8
papaya,6,2009,25.72
papaya,7,2009,28.84
papaya,8,2009,26.25
papaya,9,2009,37.73
papaya,10,2009,33.33
papaya,11,2009,30.95
papaya,12,2009,22.89
papaya,1,2010,24.2
papaya,2,2010,27.36
papaya,3,2010,18.4
papaya,4,2010,19.14
papaya,5,2010,17.67
papaya,6,2010,24.3
papaya,7,2010,20.5
papaya,8,2010,25.24
papaya,9,2010,20.04
papaya,10,2010,22.72
papaya,11,2010,20.19
papaya,12,2010,24.23
papaya,1,2011,18.4
papaya,2,2011,23.03
papaya,3,2011,24.2
papaya,4,2011,25.81
papaya,5,2011,15.3
papaya,6,2011,21.71
papaya,7,2011,27.24
papaya,8,2011,26.41
papaya,9,2011,26.17
papaya,10,2011,28.79
papaya,11,2011,30.36
papaya,12,2011,29.45
papaya,1,2012,31.73
papaya,2,2012,31.54
papaya,3,2012,27.59
papaya,4,2012,24.56
papaya,5,2012,26.72
papaya,6,2012,28.5
papaya,7,2012,30.6
papaya,8,2012,32.6
papaya,9,2012,35.58
papaya,10,2012,28.38
papaya,11,2012,27.15
papaya,12,2012,37.51
papaya,1,2013,27.99
papaya,2,2013,26.48
papaya,3,2013,30.84
papaya,4,2013,29.13
papaya,5,2013,19.99
papaya,6,2013,28.08
papaya,7,2013,25.21
papaya,8,2013,32.71
papaya,9,2013,34.87
papaya,10,2013,32.17
papaya,11,2013,29.43
papaya,12,2013,26.04
papaya,1,2014,32.44
papaya,2,2014,23.56
papaya,3,2014,27.68
papaya,4,2014,31.18
papaya,5,2014,24.33
papaya,6,2014,24.21
papaya,7,2014,21.69
papaya,8,2014,33.32
papaya,9,2014,31.09
papaya,10,2014,37.48
papaya,11,2014,38.19
papaya,12,2014,28.44
papaya,1,2015,31.32
papaya,2,2015,31.48
papaya,3,2015,23.51
papaya,4,2015,24.5
papaya,5,2015,26.93
papaya,6,2015,24.57
papaya,7,2015,33.2
papaya,8,2015,30.4
papaya,9,2015,35.38
papaya,10,2015,40.74
papaya,11,2015,37.05
papaya,12,2015,40.27
papaya,1,2016,21.61
papaya,2,2016,30.23
papaya,3,2016,23.93
papaya,4,2016,25.78
papaya,5,2016,24.65
papaya,6,2016,25.82
papaya,7,2016,28.1
papaya,8,2016,26.11
papaya,9,2016,31.49
papaya,10,2016,24.41
papaya,11,2016,29.99
papaya,12,2016,37.07
papaya,1,2017,34.43
papaya,2,2017,37.79
papaya,3,2017,29.83
papaya,4,2017,29.55
papaya,5,2017,33.02
papaya,6,2017,30.17
papaya,7,2017,34.81
papaya,8,2017,36.5
papaya,9,2017,32.73
papaya,10,2017,30.69
papaya,11,2017,55.33
papaya,12,2017,36.95
papaya,1,2018,38.51
papaya,2,2018,33.63
papaya,3,2018,25.83
papaya,4,2018,37.04
papaya,5,2018,34.23
papaya,6,2018,24.17
papaya,7,2018,32.79
papaya,8,2018,36.45
papaya,9,2018,40.67
papaya,10,2018,41.79
papaya,11,2018,34.67
papaya,12,2018,42.32
papaya,1,2019,34.29
papaya,2,2019,34.02
papaya,3,2019,35.7
papaya,4,2019,29.63
papaya,5,2019,30.65
papaya,6,2019,31.19
papaya,7,2019,34.81
papaya,8,2019,36.34
papaya,9,2019,45.05
papaya,10,2019,40.99
papaya,11,2019,43.62
papaya,12,2019,32.86
papaya,1,2020,38.73
papaya,2,2020,21.12
papaya,3,2020,33.0
papaya,4,2020,30.03
papaya,5,2020,27.19
papaya,6,2020,28.93
papaya,7,2020,29.29
papaya,8,2020,28.5
papaya,9,2020,25.12
papaya,10,2020,29.52
papaya,11,2020,36.01
papaya,12,2020,35.28
papaya,1,2021,45.35
papaya,2,2021,37.37
papaya,3,2021,37.68
papaya,4,2021,31.2
papaya,5,2021,42.87
papaya,6,2021,40.66
papaya,7,2021,36.09
papaya,8,2021,57.55
papaya,9,2021,48.72
papaya,10,2021,50.48
papaya,11,2021,54.53
papaya,12,2021,40.0
papaya,1,2022,40.2
papaya,2,2022,52.14
papaya,3,2022,50.72
papaya,4,2022,40.0
papaya,5,2022,43.1
papaya,6,2022,48.07
papaya,7,2022,45.76
papaya,8,2022,43.09
papaya,9,2022,38.5
papaya,10,2022,45.57
papaya,11,2022,49.92
papaya,12,2022,59.22
papaya,1,2023,62.85
papaya,2,2023,44.15
papaya,3,2023,37.58
papaya,4,2023,43.84
papaya,5,2023,35.59
papaya,6,2023,34.74
papaya,7,2023,43.18
papaya,8,2023,42.83
papaya,9,2023,52.07
papaya,10,2023,47.44
papaya,11,2023,52.03
papaya,12,2023,48.27
papaya,1,2024,57.52
papaya,2,2024,57.14
papaya,3,2024,45.31
papaya,4,2024,43.97
papaya,5,2024,46.86
papaya,6,2024,52.54
papaya,7,2024,49.37
papaya,8,2024,54.6
papaya,9,2024,52.14
papaya,10,2024,58.84
papaya,11,2024,47.27
papaya,12,2024,51.99
peas,1,2000,24.49
peas,2,2000,23.79
peas,3,2000,16.76
peas,4,2000,18.2
peas,5,2000,22.35
peas,6,2000,20.36
peas,7,2000,18.45
peas,8,2000,26.35
peas,9,2000,27.57
peas,10,2000,19.69
peas,11,2000,30.45
peas,12,2000,25.86
peas,1,2001,32.15
peas,2,2001,24.02
peas,3,2001,17.7
peas,4,2001,17.94
peas,5,2001,20.53
peas,6,2001,19.54
peas,7,2001,19.1
peas,8,2001,26.25
peas,9,2001,22.18
peas,10,2001,24.97
peas,11,2001,20.02
peas,12,2001,25.31
peas,1,2002,46.7
peas,2,2002,36.29
peas,3,2002,32.56
peas,4,2002,32.8
peas,5,2002,24.88
peas,6,2002,38.73
peas,7,2002,37.6
peas,8,2002,32.52
peas,9,2002,23.65
peas,10,2002,43.18
peas,11,2002,53.1
peas,12,2002,35.81
peas,1,2003,36.15
peas,2,2003,31.23
peas,3,2003,29.22
peas,4,2003,22.79
peas,5,2003,16.54
peas,6,2003,16.77
peas,7,2003,25.59
peas,8,2003,30.88
peas,9,2003,24.05
peas,10,2003,41.5
peas,11,2003,29.74
peas,12,2003,26.9
peas,1,2004,27.36
peas,2,2004,17.45
peas,3,2004,20.39
peas,4,2004,13.42
peas,5,2004,18.68
peas,6,2004,21.04
peas,7,2004,26.18
peas,8,2004,35.33
peas,9,2004,21.46
peas,10,2004,27.08
peas,11,2004,30.2
peas,12,2004,28.4
peas,1,2005,32.8
peas,2,2005,24.46
peas,3,2005,28.35
peas,4,2005,24.94
peas,5,2005,22.35
peas,6,2005,29.98
peas,7,2005,33.87
peas,8,2005,33.08
peas,9,2005,38.94
peas,10,2005,44.0
peas,11,2005,59.22
peas,12,2005,31.6
peas,1,2006,39.56
peas,2,2006,33.07
peas,3,2006,30.64
peas,4,2006,22.43
peas,5,2006,25.28
peas,6,2006,28.32
peas,7,2006,32.85
peas,8,2006,36.53
peas,9,2006,30.17
peas,10,2006,32.93
peas,11,2006,34.67
peas,12,2006,29.76
peas,1,2007,43.65
peas,2,2007,36.17
peas,3,2007,36.39
peas,4,2007,25.65
peas,5,2007,24.34
peas,6,2007,35.89
peas,7,2007,36.0
peas,8,2007,39.63
peas,9,2007,37.88
peas,10,2007,43.75
peas,11,2007,37.83
peas,12,2007,58.55
peas,1,2008,44.69
peas,2,2008,41.5
peas,3,2008,36.54
peas,4,2008,27.86
peas,5,2008,34.91
peas,6,2008,28.21
peas,7,2008,31.24
peas,8,2008,46.2
peas,9,2008,44.15
peas,10,2008,27.88
peas,11,2008,34.52
peas,12,2008,42.77
peas,1,2009,73.01
peas,2,2009,60.13
peas,3,2009,29.86
peas,4,2009,41.48
peas,5,2009,32.43
peas,6,2009,33.43
peas,7,2009,44.5
peas,8,2009,48.73
peas,9,2009,43.5
peas,10,2009,63.33
peas,11,2009,57.02
peas,12,2009,66.46
peas,1,2010,32.05
peas,2,2010,31.0
peas,3,2010,36.13
peas,4,2010,36.78
peas,5,2010,23.57
peas,6,2010,24.48
peas,7,2010,31.69
peas,8,2010,56.38
peas,9,2010,40.28
peas,10,2010,43.25
peas,11,2010,54.7
peas,12,2010,62.56
peas,1,2011,42.73
peas,2,2011,57.98
peas,3,2011,43.88
peas,4,2011,43.05
peas,5,2011,38.09
peas,6,2011,40.8
peas,7,2011,44.7
peas,8,2011,43.84
peas,9,2011,39.87
peas,10,2011,63.83
peas,11,2011,36.42
peas,12,2011,47.62
peas,1,2012,61.28
peas,2,2012,36.03
peas,3,2012,50.56
peas,4,2012,29.9
peas,5,2012,41.38
peas,6,2012,35.96
peas,7,2012,48.37
peas,8,2012,35.48
peas,9,2012,39.78
peas,10,2012,65.9
peas,11,2012,74.91
peas,12,2012,42.7
peas,1,2013,37.13
peas,2,2013,30.81
peas,3,2013,24.15
peas,4,2013,26.32
peas,5,2013,21.69
peas,6,2013,31.2
peas,7,2013,36.14
peas,8,2013,36.45
peas,9,2013,56.45
peas,10,2013,37.87
peas,11,2013,45.13
peas,12,2013,42.86
peas,1,2014,71.19
peas,2,2014,45.2
peas,3,2014,46.49
peas,4,2014,37.62
peas,5,2014,38.78
peas,6,2014,37.3
peas,7,2014,51.05
peas,8,2014,39.57
peas,9,2014,44.84
peas,10,2014,40.86
peas,11,2014,51.71
peas,12,2014,59.47
peas,1,2015,76.63
peas,2,2015,60.12
peas,3,2015,59.55
peas,4,2015,44.43
peas,5,2015,48.77
peas,6,2015,58.06
peas,7,2015,28.17
peas,8,2015,53.98
peas,9,2015,66.22
peas,10,2015,64.07
peas,11,2015,63.87
peas,12,2015,85.93
peas,1,2016,41.12
peas,2,2016,47.39
peas,3,2016,48.95
peas,4,2016,44.18
peas,5,2016,16.13
peas,6,2016,53.92
peas,7,2016,42.13
peas,8,2016,44.98
peas,9,2016,69.62
peas,10,2016,69.86
peas,11,2016,61.48
peas,12,2016,35.63
peas,1,2017,75.38
peas,2,2017,73.85
peas,3,2017,37.7
peas,4,2017,72.52
peas,5,2017,48.53
peas,6,2017,60.07
peas,7,2017,57.71
peas,8,2017,67.92
peas,9,2017,76.54
peas,10,2017,70.45
peas,11,2017,83.28
peas,12,2017,93.49
peas,1,2018,37.37
peas,2,2018,85.27
peas,3,2018,52.83
peas,4,2018,52.2
peas,5,2018,31.04
peas,6,2018,51.01
peas,7,2018,47.83
peas,8,2018,62.63
peas,9,2018,71.28
peas,10,2018,85.78
peas,11,2018,64.93
peas,12,2018,57.72
peas,1,2019,109.02
peas,2,2019,85.56
peas,3,2019,97.2
peas,4,2019,84.82
peas,5,2019,70.14
peas,6,2019,51.8
peas,7,2019,83.87
peas,8,2019,76.9
peas,9,2019,100.9
peas,10,2019,98.49
peas,11,2019,82.09
peas,12,2019,84.77
peas,1,2020,59.05
peas,2,2020,55.72
peas,3,2020,47.11
peas,4,2020,41.39
peas,5,2020,37.48
peas,6,2020,55.85
peas,7,2020,58.69
peas,8,2020,52.54
peas,9,2020,61.07
peas,10,2020,76.47
peas,11,2020,43.87
peas,12,2020,73.94
peas,1,2021,126.95
peas,2,2021,77.61
peas,3,2021,70.21
peas,4,2021,66.05
peas,5,2021,57.72
peas,6,2021,56.06
peas,7,2021,60.88
peas,8,2021,75.54
peas,9,2021,97.85
peas,10,2021,86.69
peas,11,2021,77.1
peas,12,2021,82.89
peas,1,2022,87.71
peas,2,2022,87.33
peas,3,2022,88.37
peas,4,2022,70.91
peas,5,2022,72.41
peas,6,2022,67.67
peas,7,2022,88.56
peas,8,2022,106.18
peas,9,2022,119.26
peas,10,2022,105.54
peas,11,2022,112.29
peas,12,2022,87.96
peas,1,2023,107.05
peas,2,2023,136.69
peas,3,2023,69.31
peas,4,2023,75.43
peas,5,2023,84.98
peas,6,2023,100.98
peas,7,2023,109.58
peas,8,2023,139.82
peas,9,2023,120.71
peas,10,2023,101.55
peas,11,2023,105.19
peas,12,2023,82.7
peas,1,2024,110.84
peas,2,2024,99.21
peas,3,2024,65.48
peas,4,2024,80.62
peas,5,2024,65.87
peas,6,2024,73.2
peas,7,2024,94.33
peas,8,2024,115.37
peas,9,2024,88.99
peas,10,2024,113.38
peas,11,2024,108.58
